image_path,merchant,ds,location,y,items,category,text,year,month,day,weekday,hour
F:\ai\ocr_recognition\dataset\train\images\zh_1242.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间:2022-03-13 15:19:26 收款机：407 收款员：40701 1.心相印茶语无香130抽 3.50 0209436 1*3.50 总计：3.50 种类/件数：1/1 微信支付：3.50 订单号：040722031340701151519227 46 微信支付实付：3.50优惠：0.00 本店可办理宽带业务 先装机！后付费！,2013-03-22 15:19:00,,3.5,***5 时间:2022-03-13 15:19:26 收款机：407 收款员：40701 1.心相印茶语无香130抽; 1*; 种类/件数：1/1 微信支付：; 46 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间:2022-03-13 15:19:26 收款机：407 收款员：40701 1.心相印茶语无香130抽 3.50 0209436 1*3.50 总计：3.50 种类/件数：1/1 微信支付：3.50 订单号：040722031340701151519227 46 微信支付实付：3.50优惠：0.00 本店可办理宽带业务 先装机！后付费！,2013,3,22,4,15
F:\ai\ocr_recognition\dataset\train\images\zh_1248.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***6 时间:2022-03-14 15:32:00 收款机：407收款员：40701 1.好猫（长乐） 1610121 01058021*14.00 14.00 总计：14.00 种类/件数：1/1 微信支付：14.00 订单号：040722031440701061531580 19 微信支付实付：14.00优惠：0.00,2014-03-22 15:32:00,,14.0,***6 时间:2022-03-14 15:32:00 收款机：407收款员：40701 1.好猫（长乐） 1610121 01058021*; 总计：; /1 微信支付：; 19 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***6 时间:2022-03-14 15:32:00 收款机：407收款员：40701 1.好猫（长乐） 1610121 01058021*14.00 14.00 总计：14.00 种类/件数：1/1 微信支付：14.00 订单号：040722031440701061531580 19 微信支付实付：14.00优惠：0.00,2014,3,22,5,15
F:\ai\ocr_recognition\dataset\train\images\zh_1249.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 20:57:35 收款机：407收款员：40701 1.桃李手撕面包160g 6.00 0103315 1*6.00 总计：6.00 种类/件数：1/1 微信支付：6.00 98 微信支付实付：6.00优惠：0.00,2014-03-22 20:57:00,,6.0,***3 时间:2022-03-14 20:57:35 收款机：407收款员：40701 1.桃李手撕面包160g; 1*; 种类/件数：1/1 微信支付：; 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 20:57:35 收款机：407收款员：40701 1.桃李手撕面包160g 6.00 0103315 1*6.00 总计：6.00 种类/件数：1/1 微信支付：6.00 98 微信支付实付：6.00优惠：0.00,2014,3,22,5,20
F:\ai\ocr_recognition\dataset\train\images\zh_1259.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间：2022-03-13 18:23:31 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*11.00 11.00 总计：11.00 种类/件数：1/1 微信支付：11.00 订单号：040722031340701851823289 97 微信支付实付：11.00优惠：0.00,2013-03-22 18:23:00,,11.0,***5 时间：2022-03-13 18:23:31 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*; 总计：; /1 微信支付：; 97 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间：2022-03-13 18:23:31 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*11.00 11.00 总计：11.00 种类/件数：1/1 微信支付：11.00 订单号：040722031340701851823289 97 微信支付实付：11.00优惠：0.00,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1263.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 15:25:12 收款机：407收款员：40701 1.统一小当家干脆面香葱味35g 1.00 0113648 1*1.00 2.豫竹香辣牛肉面65g 1.00 0100415 1*1.00 3.G豫竹脆司令奥尔良鸡翅味干脆 面62g 1.20 0104969 1*1.20 4.统一阿萨姆原味奶茶饮料500ml 0103405 1*4.50 4.50 5.芝麻官水果罐头山楂700g 0100521 1*16.00 16.00 总计：23.70 种类/件数：5/5 微信支付：23.70 订单号：040722031440701031525097 89 微信支付实付：23.70优惠：0.00,2014-03-22 15:25:00,,23.7,***3 时间:2022-03-14 15:25:12 收款机：407收款员：40701 1.统一小当家干脆面香葱味35g; 1*; 豫竹香辣牛肉面65g; 1*; G豫竹脆司令奥尔良鸡翅味干脆 面62g; 1*; 统一阿萨姆原味奶茶饮料500ml 0103405 1*; 5.芝麻官水果罐头山楂700g 0100521 1*; 总计：; /5 微信支付：; 89 微信支付实付：,餐饮,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 15:25:12 收款机：407收款员：40701 1.统一小当家干脆面香葱味35g 1.00 0113648 1*1.00 2.豫竹香辣牛肉面65g 1.00 0100415 1*1.00 3.G豫竹脆司令奥尔良鸡翅味干脆 面62g 1.20 0104969 1*1.20 4.统一阿萨姆原味奶茶饮料500ml 0103405 1*4.50 4.50 5.芝麻官水果罐头山楂700g 0100521 1*16.00 16.00 总计：23.70 种类/件数：5/5 微信支付：23.70 订单号：040722031440701031525097 89 微信支付实付：23.70优惠：0.00,2014,3,22,5,15
F:\ai\ocr_recognition\dataset\train\images\zh_1267.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间：2022-03-14 13:01:36 收款机：407收款员：40701 1530173 1.云烟硬太蓉 13.00 0108007 1*13.00 种类/件数：1/1 总计：13.00 微信支付：13.00 53,2014-03-22 13:01:00,,13.0,***3 时间：2022-03-14 13:01:36 收款机：407收款员：40701 1530173 1.云烟硬太蓉; 1*; /1 总计：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间：2022-03-14 13:01:36 收款机：407收款员：40701 1530173 1.云烟硬太蓉 13.00 0108007 1*13.00 种类/件数：1/1 总计：13.00 微信支付：13.00 53,2014,3,22,5,13
F:\ai\ocr_recognition\dataset\train\images\zh_1268.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间:2022-03-14 11:33:50 收款机：407 收款员：40701 1.云烟硬太蓉 1530173 13.00 0108007 1*13.00 总计：13.00 种类/件数：1/1 微信支付：13.00 订单号：040722031440700571133464 02 微信支付实付：13.00优惠：0.00 本店可办理宽带业务 先装机！后付费！,2014-03-22 11:33:00,,13.0,***7 时间:2022-03-14 11:33:50 收款机：407 收款员：40701 1.云烟硬太蓉 1530173; 1*; 种类/件数：1/1 微信支付：; 02 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间:2022-03-14 11:33:50 收款机：407 收款员：40701 1.云烟硬太蓉 1530173 13.00 0108007 1*13.00 总计：13.00 种类/件数：1/1 微信支付：13.00 订单号：040722031440700571133464 02 微信支付实付：13.00优惠：0.00 本店可办理宽带业务 先装机！后付费！,2014,3,22,5,11
F:\ai\ocr_recognition\dataset\train\images\zh_1271.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间：2022-03-13 18:35:39 收款机：407 收款员：40701 1.桃李果子面包240g 0104354 1*7.00 7.00 2.桃李华夫糕点60g 0112887 2*3.50 7.00 总计：14.00 种类/件数：2/3 微信支付：14.00 订单号：040722031340701871835352 85 微信支付实付：14.00优惠：0.00,2013-03-22 18:35:00,,14.0,***7 时间：2022-03-13 18:35:39 收款机：407 收款员：40701 1.桃李果子面包240g 0104354 1*; 2.桃李华夫糕点60g 0112887 2*; 总计：; /3 微信支付：; 85 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间：2022-03-13 18:35:39 收款机：407 收款员：40701 1.桃李果子面包240g 0104354 1*7.00 7.00 2.桃李华夫糕点60g 0112887 2*3.50 7.00 总计：14.00 种类/件数：2/3 微信支付：14.00 订单号：040722031340701871835352 85 微信支付实付：14.00优惠：0.00,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1273.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***6 时间:2022-03-14 10:23:57 收款机：407收款员：40701 1.大青山（长丰）1150174 0111040 2*7.00 14.00 总计：14.00 种类/件数：1/2 现金：100.00 找零：86.00,2014-03-22 10:23:00,,14.0,***6 时间:2022-03-14 10:23:57 收款机：407收款员：40701 1.大青山（长丰）1150174 0111040 2*; 总计：; /2 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***6 时间:2022-03-14 10:23:57 收款机：407收款员：40701 1.大青山（长丰）1150174 0111040 2*7.00 14.00 总计：14.00 种类/件数：1/2 现金：100.00 找零：86.00,2014,3,22,5,10
F:\ai\ocr_recognition\dataset\train\images\zh_1274.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***8 时间：2022-03-13 18:57:06 收款机：407收款员：40701 1.立白小苏打薄荷洗洁精1kg 02103741*12.80 12.80 2.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：25.80 种类／件数：2/2 银联微支付：25.80 订单号：040722031340701981857048 27 银联微支付实付：25.80优惠：0.00,2013-03-22 18:57:00,,25.8,***8 时间：2022-03-13 18:57:06 收款机：407收款员：40701 1.立白小苏打薄荷洗洁精1kg 02103741*; 2.云烟硬蓉 1530173 0108007 1*; 总计：; /2 银联微支付：; 27 银联微支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***8 时间：2022-03-13 18:57:06 收款机：407收款员：40701 1.立白小苏打薄荷洗洁精1kg 02103741*12.80 12.80 2.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：25.80 种类／件数：2/2 银联微支付：25.80 订单号：040722031340701981857048 27 银联微支付实付：25.80优惠：0.00,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1275.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间:2022-03-14 09:29:08 收款机：407收款员：40701 1.华众蟹皇海鲜风味干脆面65g 2.00 0113605 2*1.00 总计：2.00 种类/件数：1/2 微信支付：2.00 订单号：040722031440700300929061 21 微信支付实付：2.00优惠：0.00,2014-03-22 09:29:00,,2.0,***0 时间:2022-03-14 09:29:08 收款机：407收款员：40701 1.华众蟹皇海鲜风味干脆面65g; 2*; 种类/件数：1/2 微信支付：; 21 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间:2022-03-14 09:29:08 收款机：407收款员：40701 1.华众蟹皇海鲜风味干脆面65g 2.00 0113605 2*1.00 总计：2.00 种类/件数：1/2 微信支付：2.00 订单号：040722031440700300929061 21 微信支付实付：2.00优惠：0.00,2014,3,22,5,9
F:\ai\ocr_recognition\dataset\train\images\zh_1276.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***2 时间:2022-03-13 16:30:39 收款机：407收款员：40701 1.康师傅柠檬味冰红茶500ml 0102640 1*3.00 3.00 总计：3.00种类/件数：1/1 现金：3.00,2013-03-22 16:30:00,,3.0,***2 时间:2022-03-13 16:30:39 收款机：407收款员：40701 1.康师傅柠檬味冰红茶500ml 0102640 1*; 总计：; /1 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***2 时间:2022-03-13 16:30:39 收款机：407收款员：40701 1.康师傅柠檬味冰红茶500ml 0102640 1*3.00 3.00 总计：3.00种类/件数：1/1 现金：3.00,2013,3,22,4,16
F:\ai\ocr_recognition\dataset\train\images\zh_1293.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***4 时间:2022-03-15 13:28:17 收款机：407 收款员：40701 1.牡丹（软） 1310155 15.00 0108006 1*15.00 总计：15.00 种类/件数：1/1 微信支付：15.00 订单号：040722031540701741328146 85 微信支付实付：15.00优惠：0.00,2015-03-22 13:28:00,,15.0,***4 时间:2022-03-15 13:28:17 收款机：407 收款员：40701 1.牡丹（软） 1310155; 1*; 种类/件数：1/1 微信支付：; 85 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220315407***4 时间:2022-03-15 13:28:17 收款机：407 收款员：40701 1.牡丹（软） 1310155 15.00 0108006 1*15.00 总计：15.00 种类/件数：1/1 微信支付：15.00 订单号：040722031540701741328146 85 微信支付实付：15.00优惠：0.00,2015,3,22,6,13
F:\ai\ocr_recognition\dataset\train\images\zh_1300.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 11:18:47 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 2*13.00 26.00 总计：26.00 种类/件数：1/2 微信支付：26.00 订单号：040722031440700541118437 81 微信支付实付：26.00优惠：0.00,2014-03-22 11:18:00,,26.0,***4 时间:2022-03-14 11:18:47 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 2*; 总计：; /2 微信支付：; 81 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 11:18:47 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 2*13.00 26.00 总计：26.00 种类/件数：1/2 微信支付：26.00 订单号：040722031440700541118437 81 微信支付实付：26.00优惠：0.00,2014,3,22,5,11
F:\ai\ocr_recognition\dataset\train\images\zh_1301.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间:2022-03-14 16:16:09 收款机：407收款员：40701 1.桃李豆小朵面包240克 0112143 1*7.00 7.00 总计：7.00 种类/件数：1/1 现金：22.00 找零：15.00,2014-03-22 16:16:00,,7.0,***7 时间:2022-03-14 16:16:09 收款机：407收款员：40701 1.桃李豆小朵面包240克 0112143 1*; 总计：; /1 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间:2022-03-14 16:16:09 收款机：407收款员：40701 1.桃李豆小朵面包240克 0112143 1*7.00 7.00 总计：7.00 种类/件数：1/1 现金：22.00 找零：15.00,2014,3,22,5,16
F:\ai\ocr_recognition\dataset\train\images\zh_1307.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 16:12:24 收款机：407收款员：40701 1.T七匹狼（豪情） 1350509 0100380 1*6.00 6.00 总计：6.00 种类/件数：1/1 现金：10.00 找零：4.00,2014-03-22 16:12:00,,6.0,***4 时间:2022-03-14 16:12:24 收款机：407收款员：40701 1.T七匹狼（豪情） 1350509 0100380 1*; 总计：; /1 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 16:12:24 收款机：407收款员：40701 1.T七匹狼（豪情） 1350509 0100380 1*6.00 6.00 总计：6.00 种类/件数：1/1 现金：10.00 找零：4.00,2014,3,22,5,16
F:\ai\ocr_recognition\dataset\train\images\zh_1309.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-13 19:23:00 收款机：407收款员：40701 1.新疆鸟苏啤酒11°500ML 28.00 0113458 4*7.00 总计：28.00 种类/件数：1/4 微信支付：28.00 订单号：040722031340702111922578 26 微信支付实付：28.00优惠：0.00,2013-03-22 19:23:00,,28.0,***1 时间:2022-03-13 19:23:00 收款机：407收款员：40701 1.新疆鸟苏啤酒11°500ML; 4*; 种类/件数：1/4 微信支付：; 26 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-13 19:23:00 收款机：407收款员：40701 1.新疆鸟苏啤酒11°500ML 28.00 0113458 4*7.00 总计：28.00 种类/件数：1/4 微信支付：28.00 订单号：040722031340702111922578 26 微信支付实付：28.00优惠：0.00,2013,3,22,4,19
F:\ai\ocr_recognition\dataset\train\images\zh_1314.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***0 时间:2022-03-13 15:32:56 收款机：407收款员：40701 1.日贞香辣鸡肉卷 5.00 0109679 1*5.00 2.桃李巧乐角面包75克 5.00 0112833 1*5.00 种类/件数：2/2 总计：10.00 微信支付：10.00 51 本店可办理宽带业务,2013-03-22 15:32:00,,10.0,***0 时间:2022-03-13 15:32:56 收款机：407收款员：40701 1.日贞香辣鸡肉卷; 1*; 桃李巧乐角面包75克; 1*; /2 总计：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***0 时间:2022-03-13 15:32:56 收款机：407收款员：40701 1.日贞香辣鸡肉卷 5.00 0109679 1*5.00 2.桃李巧乐角面包75克 5.00 0112833 1*5.00 种类/件数：2/2 总计：10.00 微信支付：10.00 51 本店可办理宽带业务,2013,3,22,4,15
F:\ai\ocr_recognition\dataset\train\images\zh_1315.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***0 时间：2022-03-15 10:29:52 收款机：407收款员：40701 1.分分鲜肉松卷面包120g 4.00 0113228 1*4.00 总计：4.00 种类/件数：1/1 微信支付：4.00 订单号：040722031540701001029500 51 微信支付实付：4.00优惠：0.00,2015-03-22 10:29:00,,4.0,***0 时间：2022-03-15 10:29:52 收款机：407收款员：40701 1.分分鲜肉松卷面包120g; 1*; 种类/件数：1/1 微信支付：; 51 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220315407***0 时间：2022-03-15 10:29:52 收款机：407收款员：40701 1.分分鲜肉松卷面包120g 4.00 0113228 1*4.00 总计：4.00 种类/件数：1/1 微信支付：4.00 订单号：040722031540701001029500 51 微信支付实付：4.00优惠：0.00,2015,3,22,6,10
F:\ai\ocr_recognition\dataset\train\images\zh_1318.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***1 时间：2022-03-15 10:18:22 收款机：407收款员：40701 1.云烟（小熊猫家园） 20.00 0111815 1*20.00 2.娇子（X） 1510111 10.00 0100383 1*10.00 3.绿园（流口水）酸奶棒糖 0.10 0103996 1*0.10 种类/件数：3/3 总计：30.10 银联微支付：30.10 订单号：040722031540700911018204 23,2015-03-22 10:18:00,,30.1,***1 时间：2022-03-15 10:18:22 收款机：407收款员：40701 1.云烟（小熊猫家园）; 1*; 娇子（X） 1510111; 1*; 绿园（流口水）酸奶棒糖; 1*; /3 总计：,其他,欢迎光临一团火连锁团结公园店 流水号：220315407***1 时间：2022-03-15 10:18:22 收款机：407收款员：40701 1.云烟（小熊猫家园） 20.00 0111815 1*20.00 2.娇子（X） 1510111 10.00 0100383 1*10.00 3.绿园（流口水）酸奶棒糖 0.10 0103996 1*0.10 种类/件数：3/3 总计：30.10 银联微支付：30.10 订单号：040722031540700911018204 23,2015,3,22,6,10
F:\ai\ocr_recognition\dataset\train\images\zh_1320.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 09:55:34 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 现金：13.00,2014-03-22 09:55:00,,13.0,***8 时间:2022-03-14 09:55:34 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*; 总计：; /1 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 09:55:34 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 现金：13.00,2014,3,22,5,9
F:\ai\ocr_recognition\dataset\train\images\zh_1321.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 07:09:48 收款机：407收款员：40701 1.利群蓝天 1330118 0100339 1*16.00 16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440700080709458 32 微信支付实付：16.00优惠：0.00,2014-03-22 07:09:00,,16.0,***8 时间:2022-03-14 07:09:48 收款机：407收款员：40701 1.利群蓝天 1330118 0100339 1*; 总计：; /1 微信支付：; 32 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 07:09:48 收款机：407收款员：40701 1.利群蓝天 1330118 0100339 1*16.00 16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440700080709458 32 微信支付实付：16.00优惠：0.00,2014,3,22,5,7
F:\ai\ocr_recognition\dataset\train\images\zh_1328.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 13:16:37 收款机：407收款员：40701 1.可口可乐零度汽水500ml 0104826 1*3.50 3.50 总计：3.50 种类/件数：1/1 微信支付：3.50 订单号：040722031440700781316224 43 微信支付实付：3.50优惠：0.00,2014-03-22 13:16:00,,3.5,***8 时间:2022-03-14 13:16:37 收款机：407收款员：40701 1.可口可乐零度汽水500ml 0104826 1*; 总计：; /1 微信支付：; 43 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 13:16:37 收款机：407收款员：40701 1.可口可乐零度汽水500ml 0104826 1*3.50 3.50 总计：3.50 种类/件数：1/1 微信支付：3.50 订单号：040722031440700781316224 43 微信支付实付：3.50优惠：0.00,2014,3,22,5,13
F:\ai\ocr_recognition\dataset\train\images\zh_1331.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 20:38:56 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*11.00 11.00 总计：11.00 种类/件数：1/1 微信支付：11.00 订单号：040722031440701932038543 78 微信支付实付：11.00优惠：0.00,2014-03-22 20:38:00,,11.0,***3 时间:2022-03-14 20:38:56 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*; 总计：; /1 微信支付：; 78 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-14 20:38:56 收款机：407收款员：40701 1.黄金叶（金满堂） 1410119 0100359 1*11.00 11.00 总计：11.00 种类/件数：1/1 微信支付：11.00 订单号：040722031440701932038543 78 微信支付实付：11.00优惠：0.00,2014,3,22,5,20
F:\ai\ocr_recognition\dataset\train\images\zh_1332.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***3 时间:2022-03-13 16:31:12 收款机：407收款员：40701 1.蒙牛风味酸牛奶原味100g*8杯 （原价：12.90） 21.80 0108519 2*10.90 总计：25.80 种类/件数：1/2 优惠：4.00 应收：21.80 现金：22.00 找零：0.20,2013-03-22 16:31:00,,25.8,***3 时间:2022-03-13 16:31:12 收款机：407收款员：40701 1.蒙牛风味酸牛奶原味100g*8杯 （原价：; 0108519 2*; 种类/件数：1/2 优惠：; 现金：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***3 时间:2022-03-13 16:31:12 收款机：407收款员：40701 1.蒙牛风味酸牛奶原味100g*8杯 （原价：12.90） 21.80 0108519 2*10.90 总计：25.80 种类/件数：1/2 优惠：4.00 应收：21.80 现金：22.00 找零：0.20,2013,3,22,4,16
F:\ai\ocr_recognition\dataset\train\images\zh_1336.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 22:27:35 收款机：407收款员：40701 .黄鹤楼硬金沙 1420131 01003431*16.00 16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440702142227328 06 微信支付实付：16.00优惠：0.00,2014-03-22 22:27:00,,16.0,***4 时间:2022-03-14 22:27:35 收款机：407收款员：40701 .黄鹤楼硬金沙 1420131 01003431*; 总计：; /1 微信支付：; 06 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 22:27:35 收款机：407收款员：40701 .黄鹤楼硬金沙 1420131 01003431*16.00 16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440702142227328 06 微信支付实付：16.00优惠：0.00,2014,3,22,5,22
F:\ai\ocr_recognition\dataset\train\images\zh_1344.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-13 18:10:30 收款机：407收款员：40701 1.伊利巧乐兹（姜撞奶+蜜桃乌龙 ）口味脆简冰淇淋85克 01137721*6.00 6.00 2.伊利巧乐兹香草巧克力口味脆 筒冰淇淋73g 01105281*4.00 4.00 总计：10.00 种类/件数：2/2 微信支付：10.00 订单号：040722031340701811810270 93 微信支付实付：10.00优惠：0.00,2013-03-22 18:10:00,,10.0,***1 时间:2022-03-13 18:10:30 收款机：407收款员：40701 1.伊利巧乐兹（姜撞奶+蜜桃乌龙 ）口味脆简冰淇淋85克 01137721*; 2.伊利巧乐兹香草巧克力口味脆 筒冰淇淋73g 01105281*; 总计：; /2 微信支付：; 93 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-13 18:10:30 收款机：407收款员：40701 1.伊利巧乐兹（姜撞奶+蜜桃乌龙 ）口味脆简冰淇淋85克 01137721*6.00 6.00 2.伊利巧乐兹香草巧克力口味脆 筒冰淇淋73g 01105281*4.00 4.00 总计：10.00 种类/件数：2/2 微信支付：10.00 订单号：040722031340701811810270 93 微信支付实付：10.00优惠：0.00,2013,3,22,4,18
F:\ai\ocr_recognition\dataset\train\images\zh_1350.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***4 时间:2022-03-13 23:32:14 收款机：407收款员：40701 1.贵烟（跨越）1520153 0109858 1*23.00 23.00 总计：23.00种类／件数：1/1 支付宝：23.00 订单号：040722031340702342332119 30 支付宝实付：23.00优惠：0.00,2013-03-22 23:32:00,,23.0,***4 时间:2022-03-13 23:32:14 收款机：407收款员：40701 1.贵烟（跨越）1520153 0109858 1*; 总计：; /1 支付宝：; 30 支付宝实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220313407***4 时间:2022-03-13 23:32:14 收款机：407收款员：40701 1.贵烟（跨越）1520153 0109858 1*23.00 23.00 总计：23.00种类／件数：1/1 支付宝：23.00 订单号：040722031340702342332119 30 支付宝实付：23.00优惠：0.00,2013,3,22,4,23
F:\ai\ocr_recognition\dataset\train\images\zh_1351.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 14:26:59 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 微信支付：13.00 订单号：040722031440700891426548 71 微信支付实付：13.00优惠：0.00,2014-03-22 14:26:00,,13.0,***9 时间:2022-03-14 14:26:59 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*; 总计：; /1 微信支付：; 71 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 14:26:59 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 微信支付：13.00 订单号：040722031440700891426548 71 微信支付实付：13.00优惠：0.00,2014,3,22,5,14
F:\ai\ocr_recognition\dataset\train\images\zh_1354.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间:2022-03-14 19:12:51 收款机：407收款员：40701 1.可口可乐零度汽水330m1 0108384 1*3.00 3.00 总计：3.00 种类/件数：1/1 微信支付：3.00 订单号：040722031440701651912484 28 微信支付实付：3.00优惠：0.00,2014-03-22 19:12:00,,3.0,***5 时间:2022-03-14 19:12:51 收款机：407收款员：40701 1.可口可乐零度汽水330m1 0108384 1*; 总计：; /1 微信支付：; 28 微信支付实付：,其他,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间:2022-03-14 19:12:51 收款机：407收款员：40701 1.可口可乐零度汽水330m1 0108384 1*3.00 3.00 总计：3.00 种类/件数：1/1 微信支付：3.00 订单号：040722031440701651912484 28 微信支付实付：3.00优惠：0.00,2014,3,22,5,19
