image_path,text,category
F:\ai\ocr_recognition\dataset\train\images\zh_1333.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间:2022-03-1415:09:12 收款机：407收款员：40701 1.康师傅柠檬味冰红茶1L 4.00 01030691*4.00 总计：4.00 种类/件数：1/1 微信支付：4.00 订单号：040722031440700951509100 42 微信支付实付：4.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1334.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间:2022-03-1323:41:24 收款机：407 收款员：40701 1.蒙牛香雪杯奶油味雪糕170g 0110511 1*4.50 4.50 总计：4.50 种类/件数：1/1 微信支付：4.50 订单号：040722031340702352341220 35 微信支付实付：4.50优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1335.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-1410:21:51 收款机：407 收款员：40701 1.伊利黄桃果粒风味酸奶90g*8杯 0110836 1*13.90 13.90 总计：13.90 种类/件数：1/1 微信支付：13.90 订单号：040722031440700441021479 10 微信支付实付：13.90优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1336.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 22:27:35 收款机：407收款员：40701 .黄鹤楼硬金沙 1420131 01003431*16.00 16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440702142227328 06 微信支付实付：16.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1337.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***8 时间:2022-03-1319:19:13 收款机：407收款员：40701 1.藤野制菓红糖肚脐饼180g 11.80 0115176 1*11.80 总计：11.80种类/件数：1/1 微信支付：11.80 订单号：040722031340702081919106 67 微信支付实付：11.80优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1338.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-1417:55:43 收款机：407收款员：40701 1.桃李优毛面包115g 0103300 1*4.00 4.00 2.桃李豆小方起酥面包160g 0110857 1*6.00 6.00 总计：10.00 种类/件数：2/2 现金：10.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1339.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***0 时间：2022-03-1314:35:54 收款机：407收款员：40701 1.哈尔滨小麦王啤酒10°500ml 01051781*4.50 4.50 总计：4.50 种类/件数：1/1 微信支付：4.50 订单号：040722031340701001435518 27 微信支付实付：4.50优惠：0.00 本店可办理宽带业务,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1340.jpg,欢迎光临一团火连锁团结公园店 流水号：220312407***1 时间:2022-03-1217:29:42 收款机：407收款员：40701 1.雪花清爽啤酒8°330m1 2.50 0107988 1*2.50 2.哈尔滨小麦王啤酒10°330m1 2.50 0103863 1*2.50 总计：5.00 种类/件数：2/2 支付宝：5.00 订单号：040722031240701511729405 14 支付宝实付：5.00优惠：0.00 本店可办理宽带业务,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1341.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间:2022-03-1315:36:36 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 2*13.00 26.00 总计：26.00 种类/件数：1/2 现金：100.00 找零：74.00 本店可办理宽带业务 先装机！后付费！,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1342.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间:2022-03-1409:54:03 收款机：407收款员：40701 1.伊利金典纯牛奶250m1*12， 49.50 0102883 1*49.50 种类/件数：1/1 总计：49.50 微信支付：49.50 订单号：040722031440700370954011 16 微信支付实付：49.50优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1343.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-1413:24:04 收款机：407收款员：40701 1.雪碧清爽柠檬味汽水2L 0102656 1*6.90 6.90 2.百事可乐汽水2L 0103427 1*7.00 7.00 总计：13.90 种类/件数：2/2 微信支付：13.90 订单号：040722031440700791324002 84,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1344.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-13 18:10:30 收款机：407收款员：40701 1.伊利巧乐兹（姜撞奶+蜜桃乌龙 ）口味脆简冰淇淋85克 01137721*6.00 6.00 2.伊利巧乐兹香草巧克力口味脆 筒冰淇淋73g 01105281*4.00 4.00 总计：10.00 种类/件数：2/2 微信支付：10.00 订单号：040722031340701811810270 93 微信支付实付：10.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1345.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-1308:50:33 收款机：407 收款员：40701 1.好猫（细支长乐） 1610122 0107821 1*16.00 16.00 总计：16.00 种类/件数：1/1 现金：14.00 微信支付：2.00 订单号：040722031340700370850275 68 微信支付实付：2.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1346.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间：2022-03-1423：13:29 收款机：407收款员：40701 1.哈尔滨小麦王啤酒10°330m 0103863 6*2.50 15.00 总计：15.00 种类/件数：1/6 微信支付：15.00 订单号：040722031440702202313271 75 微信支付实付：15.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1347.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***3 时间:2022-03-1505:52:42 收款机：407收款员：40701 1.鲜在墨西哥肉卷140g 0112900 1*5.00 5.00 2.农夫山泉饮用天然水550ml 2.00 0103020 1*2.00 总计：7.00 种类/件数：2/2 微信支付：7.00 订单号：040722031540700030552380 23 微信支付实付：7.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1348.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***3 时间：2022-03-1314:41:44 收款机：407收款员：40701 1.农夫山泉茶n蜜桃乌龙茶900ML 7.00 0112440 1*7.00 2.景田饮用天然泉水560ml 4.00 01084782*2.00 总计：11.00 种类/件数：2/3 微信支付：11.00 订单号：040722031340701031441417 28 微信支付实付：11.00优惠：0.00 本店可办理宽带业务 先装机！后付费！,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1349.jpg,欢迎光临一团火连锁团结公园店 流水号：220312407***7 时间:2022-03-1217:34:44 收款机：407 收款员：40701 1.永丰牌印象北京二锅头白酒清 香型42°500m1 0113478 2*18.00 36.00 总计：36.00 种类／件数：1/2 微信支付：36.00 订单号：040722031240701571734418 16 微信支付实付：36.00优惠：0.00 本店可办理宽带业务,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1350.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***4 时间:2022-03-13 23:32:14 收款机：407收款员：40701 1.贵烟（跨越）1520153 0109858 1*23.00 23.00 总计：23.00种类／件数：1/1 支付宝：23.00 订单号：040722031340702342332119 30 支付宝实付：23.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1351.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 14:26:59 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 微信支付：13.00 订单号：040722031440700891426548 71 微信支付实付：13.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1352.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-1407：19:49 收款机：407收款员：40701 1.大青山（长丰）1150174 7.00 0111040 1*7.00 总计：7.00 种类/件数：1/1 现金：7.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1353.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***8 时间：2022-03-1318:37:46 收款机：407收款员：40701 1.七度空间优雅系列夜用10片 0203342 1*9.80 9.80 2.伊利大果粒黄桃+草莓酸奶260g 0102821 1*8.90 8.90 总计：18.70 种类/件数：2/2 微信支付：18.70 订单号：040722031340701881837434 13 微信支付实付：18.70优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1354.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间:2022-03-14 19:12:51 收款机：407收款员：40701 1.可口可乐零度汽水330m1 0108384 1*3.00 3.00 总计：3.00 种类/件数：1/1 微信支付：3.00 订单号：040722031440701651912484 28 微信支付实付：3.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1355.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间：2022-03-1415:49:47 收款机：407收款员：40701 1.长勇娃娃乐巴西烤肉味面筋16g 0100505 2*0.50 1.00 2.骑士原味酸奶450g（原价：6.90） 0115446 1*5.90 5.90 3.G豫竹脆司令奥尔良鸡翅味干脆 面62g 0104969 1*1.20 1.20 总计：9.10 种类/件数：3/4 优惠：1.00 应收：8.10 微信支付：8.10 订单号：040722031440701101549439 34 微信支付实付：8.10优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1356.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间：2022-03-1420:39:56 收款机：407收款员：40701 1610122 1.好猫（细支长乐） 16.00 0107821 1*16.00 总计：16.00 种类/件数：1/1 微信支付：16.00 订单号：040722031440701952039536 60 微信支付实付：16.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1357.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间：2022-03-1418:48:03 收款机：407收款员：40701 1.达利园法式软面包香橙味200g 0101925 1*7.50 7.50 总计：7.50 种类/件数：1/1 微信支付：7.50 订单号：040722031440701601848004 04 微信支付实付：7.50优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1358.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间：2022-03-1417:24:45 收款机：407收款员：40701 1.伊利褐色炭烧发酵乳1.05kg 25.00 0109521 1*25.00 2.纯甄原味风味酸牛乳200g 4.95 0115165 1*4.95 3.蒙牛风味酸牛奶原味100g*8杯 （原价：12.90） 10.90 01085191*10.90 总计：42.90 种类/件数：3/3 优惠：2.00 应收：40.90 微信支付：40.90 订单号：040722031440701391724419 67 微信支付实付：40.90优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1359.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***5 时间:2022-03-1319:14:47 收款机：407收款员：40701 1.安琪高活性干酵母100克 6.90 0102943 1*6.90 2.海皇牌金标耗油700g 5.00 0114937 1*5.00 种类/件数：2/2 总计：11.90 微信支付：11.90 订单号：040722031340702051914446 55 微信支付实付：11.90优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1360.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***4 时间:2022-03-13 15:36:25 收款机：407收款员：40701 1.伊利老酸奶原味风味酸乳138g （原价：4.90） 0112941 1*3.60 3.60 总计：4.90 种类/件数：1/1 优惠：1.30 应收：3.60 支付宝：3.60 71 支付宝实付：3.60优惠：0.00 本店可办理宽带业务 先装机！后付费！,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1361.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***6 时间:2022-03-1319:50:05 收款机：407收款员：40701 1.伊利优酸乳原味饮料250m1 0102847 1*2.00 2.00 总计：2.00 种类/件数：1/1 微信支付：2.00 订单号：040722031340702161949555 21 微信支付实付：2.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1362.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间:2022-03-14 15:10:12 收款机：407收款员：40701 1.一团火1元打火机 0209207 1*1.00 1.00 总计：1.00 种类/件数：1/1 微信支付：1.00 订单号：040722031440700971510097 90 微信支付实付：1.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1363.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间：2022-03-1315:33:38 收款机：407 收款员：40701 1.新家园烤馍锅巴63g 0102137 3*1.50 4.50 2.双汇香脆肠160g 0100647 1*5.00 5.00 总计：9.50 种类/件数：2/4 微信支付：9.50 67 本店可办理宽带业务,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1364.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***2 时间:2022-03-14 19:25:55 收款机：407 收款员：40701 1.伊利老酸奶原味风味酸乳138g （原价：4.90） 01129412*3.60 7.20 总计：9.80 种类/件数：1/2 优惠：2.60 应收：7.20 现金：100.00 找零：92.80,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1365.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间:2022-03-1322:14:48 收款机：407 收款员：40701 1.上好佳鲜虾片40g 4.50 0102603 1*4.50 2.RI0锐澳微釀玫瑰荔枝白兰地鸡 尾酒3°330m1 8.80 0114690 1*8.80 总计：13.30 种类/件数：2/2 微信支付：13.30 订单号：040722031340702312214446 77 微信支付实付：13.30优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1366.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间:2022-03-1407:55:11 收款机：407收款员：40701 1.骑士低脂酸牛奶1kg（原价：10） 80) 0115145 1*9.90 9.90 总计：10.80 种类/件数：1/1 优惠：0.90 应收：9.90 微信支付：9.90 订单号：040722031440700150755085 51 微信支付实付：9.90优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1367.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-1414:52:23 收款机：407收款员：40701 1.云烟硬太蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 银联微支付：13.00 订单号：040722031440700911452211 05 银联微支付实付：13.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1368.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-13 17:02:07 收款机：407收款员：40701 1.伊利甄稀榛果黑巧克力冰淇淋9 0克 8.00 0112821 1*8.00 2.伊利甄稀海盐牛油果冰淇淋90 克 8.00 0112818 1*8.00 总计：16.00 种类/件数：2/2 微信支付：16.00 订单号：040722031340701571702043 33 微信支付实付：16.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1369.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-1407:49:17 收款机：407 收款员：40701 1.豫竹面霸红烧牛肉面100g 1.50 0108858 1*1.50 2.旺友口水鸡香辣味25g 1.00 0115194 1*1.00 总计：2.50 种类/件数：2/2 微信支付：2.50 订单号：040722031440700140749141 99 微信支付实付：2.50优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1370.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***2 时间：2022-03-1510:19:30 收款机：407 收款员：40701 1.娇子（X） 1510111 01003831*10.00 10.00 2.云烟（小熊猫家园） 0111815 1*20.00 20.00 3.绿园（流口水）酸奶棒糖 0103996 2*0.10 0.20 总计：30.20 种类/件数：3/4 银联微支付：30.20 订单号：040722031540700921019283 45 银联微支付实付：30.20优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1371.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***0 时间:2022-03-1420:49:38 收款机：407 收款员：40701 1.云烟（紫） 1530130 0100357 1*11.00 11.00 总计：11.00 种类/件数：1/1 现金：11.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1372.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***0 时间:2022-03-13 17:46:15 收款机：407 收款员：40701 1.可口可乐汽水500m1 0102653 1*3.50 3.50 总计：3.50 种类/件数：1/1 微信支付：3.50 订单号：040722031340701701746128 41 微信支1付实付：3.50优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1373.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间：2022-03-1415:37:54 收款机：407 收款员：40701 1.黄山（新一品）1340165 0100968 1*7.00 7.00 总计：7.00 种类/件数：1/1 微信支付：7.00 订单号：040722031440701071537505 32 微信支付实付：7.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1374.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-1415:19:48 收款机：407 收款员：40701 1.大青山（长丰）1150174 7.00 0111040 1*7.00 总计：7.00 种类/件数：1/1 现金：7.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1375.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***9 时间:2022-03-1318:04:42 收款机：407收款员：40701 1.蒙牛香雪杯奶油味雪糕170g. 0110511 2*4.50 9.00 总计：9.00种类/件数：1/2 现金：10.00 找零：1.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1376.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间:2022-03-1414:21:15 收款机：407收款员：40701 1.哈尔滨小麦王啤酒10°330m1 0103863 6*2.50 15.00 2.马林五香南乳花生130g 4.50 0102228 1*4.50 总计：19.50种类/件数：2/7 微信支付：19.50 订单号：040722031440700871421112 50 微信支付实付：19.50优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1377.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***6 时间:2022-03-14 08:50:36 收款机：407收款员：40701 1.金博士湿巾10片装 0210252 1*1.00 1.00 总计：1.00种类／件数：1/1 微信支付：1.00 订单号：040722031440700260850339 32 微信支付实付：1.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1378.jpg,欢迎光临一团火连锁团结公园店 流水号：220312407***8 时间:2022-03-1217:22:35 收款机：407收款员：40701 1.桃李醇熟切片面包400g 0103311 1*7.50 7.50 总计：7.50 种类/件数：1/1 微信支付：7.50 订单号：040722031240701481722321 77 微信支付实付：7.50优惠：0.00 本店可办理宽带业务,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1379.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***3 时间:2022-03-15 13:24:40 收款机：407收款员：40701 1.伊利味浓原味酸奶100g*8杯 12.90 0109064 1*12.90 总计：12.90 种类/件数：1/1 微信支付：12.90 订单号：040722031540701731324372 00 微信支付实付：12.90优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1380.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***1 时间：2022-03-1317:13:10 收款机：407收款员：40701 1.今麦郎一袋半红烧牛肉面133g 0108195 1*2.50 2.50 2.蒙牛大味火炬80克 01146791*3.00 3.00 总计：5.50 种类/件数：2/2 微信支付：5.50 订单号：040722031340701611713078 38 微信支付实付：5.50优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1381.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-1413:02:42 收款机：407 收款员：40701 1.康师傅柠檬味冰红茶1L 0103069 1*4.00 4.00 总计：4.00 种类/件数：1/1 微信支付：4.00 订单号：040722031440700741302402 97 微信支付实付：4.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1382.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-1420:52:17 收款机：407收款员：40701 1.今麦郎1袋半小鸡炖蘑菇面130g 0114894 2*2.50 5.00 总计：5.00 种类/件数：1/2 微信支付：5.00 订单号：040722031440702012052155 21 微信支付实付：5.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1383.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-14 15:39:01 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 支付宝：13.00 订单号：040722031440701091538591 94 支付宝实付：13.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1384.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间:2022-03-14 16:56:53 收款机：407收款员：40701 1.伊利牧场大布丁奶油口味雪糕 0克 0113766 1*1.00 1.00 总计：1.00 种类/件数：1/1 现金：1.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1385.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***7 时间:2022-03-1321:10:01 收款机：407 收款员：40701 1.康师傅冰糖雪梨梨汁饮品500m 0103064 2*3.00 6.00 总计：6.00 种类/件数：1/2 微信支付：6.00 订单号：040722031340702272109557 57 微信支付实付：6.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1386.jpg,欧迎光临一团火连锁团结公园店 流水号：220313407***2 时间:2022-03-13 08:24:35 收款机：407收款员：40701 1.云烟（小熊猫家园） 20.00 0111815 1*20.00 总计：20.00 种类/件数：1/1 微信支付：20.00 订单号：040722031340700320824328 72 微信支付实付：20.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1387.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***4 时间：2022-03-1314:42:05 收款机：407收款员：40701 1.景田百岁山饮用天然矿泉水570 L山 01031392*3.00 6.00 总计：6.00 种类/件数：1/2 微信支付：6.00 订单号：040722031340701041442031 65 微信支付实付：6.00优惠：0.00 本店可办理宽带业务 先装机！后付费！,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1388.jpg,欢迎光临一团火连锁团结公园店 流水号：220312407***6 时间：2022-03-1217:33:30 收款机：407收款员：40701 1.红塔山（软经典） 1530206 9.00 01074521*9.00 总计：9.00 种类/件数：1/1 微信支付：9.00 订单号：040722031240701561733278 65 微信支付实付：9.00优惠：0.00 本店可办理宽带业务,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1389.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***7 时间:2022-03-1511:00:27 收款机：407收款员：40701 1.川南下饭菜228g 0113764 2*5.50 11.00 总计：11.00 种类/件数：1/2 现金：11.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1390.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***7 时间：2022-03-14 18:41:16 收款机：407收款员：40701 1.G豫竹脆司令奥尔良鸡翅味干脆 面629 01049692*1.20 2.40 2.康师傅香辣蟹味香爆脆41g 0114157 2*1.00 2.00 3.华众蟹皇海鲜风味干脆面65g 01136052*1.00 2.00 总计：6.40 种类/件数：3/6 微信支付：6.40 订单号：040722031440701571841119 44 微信支付实付：6.40优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1391.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间：2022-03-1419:26:57 收款机：407 收款员：40701 1.伊利酸牛奶450g 0103533.1*8.90 8.90 2.豫竹红烧牛肉面65g 0100414 2*1.00 2.00 总计：10.90 种类/件数：2/3 微信支付：10.90 订单号：040722031440701741926550 38 微信支付实付：10.90优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1392.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***8 时间：2022-03-15 11:01:21 收款机：407收款员：40701 1.葱伴侣豆瓣酱150g 0103037 1*2.00 2.00 2.葱伴侣甜面酱180g 0103039 1*2.00 2.00 3.百粮营口大酱150克 0103137 2*1.20 2.40 总计：6.40 种类/件数：3/4 微信支付：6.40 订单号：040722031540701181101180 84 微信支付实付：6.40优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1393.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***8 时间:2022-03-14 18:42:43 收款机：407收款员：40701 1.伊利妙趣非常熊猫黑糖牛奶口 味冰淇淋65克 0113439 2*3.50 7.00 总计：7.00 种类/件数：1/2 现金：50.00 找零：43.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1394.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***3 时间:2022-03-1417:50:01 收款机：407收款员：40701 1.伊利纯牛奶利乐枕240m1 7.20 0102853 3*2.40 总计：7.20 种类/件数：1/3 微信支付：7.20 订单号：040722031440701431749577 41 微信支付实付：1.20优惠：6.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1395.jpg,欢迎光临一团火连锁团结公园店 流水号：220315407***2 时间:2022-03-1516:50:21 收款机：407收款员：40701 1.云烟硬蓉 1530173 0108007 1*13.00 13.00 总计：13.00 种类/件数：1/1 银联微支付：13.00 订单号：040722031540702221650188 93 银联微支付实付：13.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1396.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***0 时间:2022-03-1319:01:55 收款机：407收款员：40701 1.伊利精火炬雪糕80克 0113925 2*3.00 6.00 2.双汇王中王60g 0111526 1*2.20 2.20 3.长勇娃娃乐巴西烤肉味面筋16g 0100505 2*0.50 1.00 4.巧娃手撕烤脖蜜汁糖醋味40g 0115217 1*2.50 2.50 总计：11.70 种类/件数：4/6 微信支付：11.70 94 微信支付实付：11.70优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1397.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***5 时间:2022-03-1414:16:50 收款机：407收款员：40701 1.云烟（小熊猫家园） 0111815 1*20.00 20.00 总计：20.00 种类/件数：1/1 微信支付：20.00 07,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1398.jpg,欢迎光临一团火连锁团结公园店 流水号：220313407***9 时间:2022-03-1313:19:41 收款机：407收款员：40701 1.云烟硬蓉 1530173 13.00 0108007 1*13.00 总计：13.00 种类/件数：1/1 微信支付：13.00 订单号：040722031340700891319383 24 微信支付实付：13.00优惠：0.00 本店可办理宽带业务,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1399.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***2 时间:2022-03-14 19:43:08 收款机：407收款员：40701 1.凯涛奇乐吧可可约定软曲奇饼 干100g 3.50 0101667 1*3.50 2.长勇娃娃乐巴西烤肉味面筋16g 0100505 2*0.50 1.00 总计：4.50 种类/件数：2/3 现金：4.50,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1400.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***1 时间:2022-03-1407:31:46 收款机：407收款员：40701 1.分分鲜毛毛虫面包90g 0113065 1*6.00 6.00 2.分分鲜红豆奶酪面包95g 0113058 1*6.00 6.00 总计：12.00 种类/件数：2/2 现金：15.00 找零：3.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1401.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间：2022-03-1415:08:20 收款机：407收款员：40701 1.香其酱100克 3.60 0103456 2*1.80 2.王致和大块腐乳340g 0102800 1*7.50 7.50 3.可口可乐汽水6*330m1 0108695 1*12.00 12.00 总计：23.10 种类/件数：3/4 微信支付：23.10 订单号：040722031440700941508170 73 微信支付实付：23.10优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1402.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***4 时间:2022-03-14 16:53:45 收款机：407收款员：40701 1.利群（软红长嘴）1330125 0110326 2*22.00 44.00 2.长城醇雅薄荷烟 0105218 1*15.00 15.00 3.云烟（软珍品） 1530121 23.00 0100355 1*23.00 总计：82.00 种类/件数：3/4 微信支付：82.00 订单号：040722031440701241653423 23 微信支付实付：82.00优惠：0.00,其他
F:\ai\ocr_recognition\dataset\train\images\zh_1403.jpg,欢迎光临一团火连锁团结公园店 流水号：220314407***9 时间:2022-03-1412:42:39 收款机：407收款员：40701 1.柏慧鹏思慧风味香干180g 0100819 1*4.80 4.80 2.狗牙炭烧牛排味八爪烧188g 0115083 1*6.80 6.80 3.桃李奶棒面包240g 0103314 1*8.00 8.00 总计：19.60 种类/件数：3/3 微信支付：19.60 订单号：040722031440700691242364 85 微信支付实付：19.60优惠：0.00,其他
